Target_ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,X,Type,Family,Clan,Gene_ID
TMUE_2000006734.1,285.046887335137,-4.39924624544231,0.392041114591471,1.70455598111506e-30,8.57155807987764e-29,141,I,I17,IP,TMUE_2000006734
TMUE_2000006802.1,552.787782873595,4.49878125493303,0.375527044447896,1.24999037515209e-34,7.01354248738847e-33,NA,NA,NA,NA,NA
TMUE_2000006940.1,6.04711685049183,0.158574263305791,0.725497949411878,0.0335913053307621,0.0874851080690907,NA,NA,NA,NA,NA
TMUE_2000006940.2,11.6443698377067,0.110005400422343,0.670331697134088,0.627344570159826,0.766376395830846,NA,NA,NA,NA,NA
TMUE_2000006941.1,34.4945547964796,0.0521813348094239,0.631042842416814,0.856180187971955,0.920374718298726,116,I,I08,IA,TMUE_2000006941
TMUE_2000006941.2,321.909759258901,-0.0649657313357654,0.556299727214854,NA,NA,116,I,I08,IA,TMUE_2000006941
TMUE_2000007082.1,220.281983819899,0.730158515688692,0.333149954454266,0.0131337784018316,0.0397769413681228,126,I,I17,IP,TMUE_2000007082
TMUE_2000007083.1,842.546306624979,0.439386524058267,0.247759721896329,0.0569294377141402,0.134827997406223,NA,NA,NA,NA,NA
TMUE_2000007325.1,91.3211096418922,-0.501879197686529,0.956346990690598,NA,NA,NA,NA,NA,NA,NA
TMUE_2000007326.1,335.499528330228,0.799846755179079,0.460332483838296,0.0300601312084811,0.0799420519133247,NA,NA,NA,NA,NA
TMUE_2000007328.1,2725.1688488293,2.76682545589833,0.48883154159062,9.83963021163907e-10,1.15018659878889e-08,NA,NA,NA,NA,NA
TMUE_2000007429.1,7.12261128328078,-1.72132063690837,0.934188642705711,0.00655767109251809,0.0218830798081087,120,I,I17,IP,TMUE_2000007429
TMUE_2000007430.1,103.400381527342,0.0353383968722276,0.327857905266986,0.905360696293508,0.948247660533779,121,I,I17,IP,TMUE_2000007430
TMUE_2000007431.1,48.0534997194224,-0.692794505886696,0.73421153302025,0.104954781910564,0.216950868346926,NA,NA,NA,NA,NA
TMUE_2000007534.1,26.57513922756,-0.0239537861151028,0.502968164656623,0.942341904398197,0.969253836317718,132,I,I17,IP,TMUE_2000007534
TMUE_2000007838.1,1561.22458446451,-1.54738675590143,0.246201879188277,5.77214226459644e-11,7.86891107870091e-10,115,I,I08,IA,TMUE_2000007838
TMUE_2000008188.1,478.70355256696,-3.1820937110599,0.276852885235528,6.16810778998922e-32,3.22334025064437e-30,129,I,I17,IP,TMUE_2000008188
TMUE_2000008204.1,3481.79708364615,0.087906185897416,0.167435881789296,0.591040596894058,0.739482840539307,NA,NA,NA,NA,NA
TMUE_2000008291.1,6577.23444928276,0.445935002885439,0.272775866565893,0.0778862582249015,0.173296111767692,111,I,I04,ID,TMUE_2000008291
TMUE_2000008844.1,29.8594657629271,-0.931017642042243,0.815077529015101,0.0512095511790405,0.123905573143295,145,I,I17,IP,TMUE_2000008844
TMUE_2000008850.1,128.654238862312,-0.247455208314467,0.305246759262928,0.365656525795765,0.541019157107914,146,I,I17,IP,TMUE_2000008850
TMUE_2000008851.1,264.42800017331,-0.506715362809629,0.762385685175268,0.166684428564295,0.307609588837063,124,I,I17,IP,TMUE_2000008851
TMUE_2000008892.1,7997.55472243303,10.781081921397,1.6243877193262,6.18230793055516e-13,1.03736921424457e-11,110,I,I04,ID,TMUE_2000008892
TMUE_2000008892.2,203.467294161112,1.88534107496007,0.436152321042833,1.61257205703147e-06,1.20217434797158e-05,110,I,I04,ID,TMUE_2000008892
TMUE_2000008968.1,222.666764886501,-2.14632079633999,0.741295368558246,NA,NA,135,I,I17,IP,TMUE_2000008968
TMUE_2000009002.1,1.63667443276167,0.00687318212149691,0.676338625231284,0.969267450180673,NA,NA,NA,NA,NA,NA
TMUE_2000009080.1,73.8962518107138,-1.51993994921581,0.503899584906589,0.000392819676972249,0.00183182789572256,140,I,I17,IP,TMUE_2000009080
TMUE_2000009297.1,369.223056935279,-0.371084195939078,0.425951268421822,NA,NA,NA,NA,NA,NA,NA
TMUE_2000009298.1,507.962880470347,-0.508928650950723,0.651054835909045,0.190960332560431,0.340504758917691,NA,NA,NA,NA,NA
TMUE_2000009348.1,3195.07861925748,5.66801307832808,0.29566411460387,1.00152334029766e-83,2.50239995854684e-81,NA,NA,NA,NA,NA
TMUE_2000009352.1,348.014614094741,5.97139528465083,0.443224114499948,6.98853270146514e-42,5.12631313895087e-40,NA,NA,NA,NA,NA
TMUE_2000009353.1,274.883363514652,8.50242736179656,0.594374972409657,7.96695116900038e-47,7.07775089686028e-45,NA,NA,NA,NA,NA
TMUE_2000009471.1,21.3356314700307,0.318110175338816,0.580729768337274,0.383973913968104,0.559719859458884,127,I,I17,IP,TMUE_2000009471
TMUE_2000009671.1,63.2680447028045,-0.292158948664779,0.650885829770279,0.37699849600925,0.552973497547839,NA,NA,NA,NA,NA
TMUE_2000009948.1,27.4268226303405,-0.818736898101317,1.2093476150675,0.0453654545111049,0.112314442342015,NA,NA,NA,NA,NA
TMUE_2000010103.1,350.742850551389,-0.0883435692154017,0.187497006358213,0.622861094962395,0.763548871064186,95,I,I02,IB,TMUE_2000010103
TMUE_2000010103.1,350.742850551389,-0.0883435692154017,0.187497006358213,0.622861094962395,0.763548871064186,159,I,I31,IX,TMUE_2000010103
TMUE_3000010728.1,827.234301597081,-0.186313715282275,0.338662657514419,0.526405398775464,0.685162946528911,118,I,I17,IP,TMUE_3000010728
TMUE_3000010729.1,163.075460089999,0.907321273259657,0.356771654040301,0.00370822599721925,0.0133554598922372,119,I,I17,IP,TMUE_3000010729
TMUE_3000011517.1,76.8049463779286,2.61765757259546,0.776982701834552,4.10704519968993e-05,0.000238387512842983,134,I,I17,IP,TMUE_3000011517
TMUE_3000011545.1,89.2959532160969,-2.59196442801694,0.54664655192263,2.25245802612724e-07,1.93546782889848e-06,133,I,I17,IP,TMUE_3000011545
TMUE_3000012089.1,38.1200586507392,-0.448016420881933,0.478485857578929,0.219207066675854,0.376675285107842,143,I,I17,IP,TMUE_3000012089
TMUE_3000012090.1,7.9269348062614,-0.18664628937807,0.729622914306906,NA,NA,NA,NA,NA,NA,NA
TMUE_3000012091.1,150.42434128832,-1.58618617826432,1.59489440218529,NA,NA,NA,NA,NA,NA,NA
TMUE_3000012182.1,1858.50139142267,1.18241319639178,0.203155215817308,1.52268200003998e-09,1.74546292922145e-08,NA,NA,NA,NA,NA
TMUE_3000012210.1,1760.65910587664,-0.229984822549489,0.0930570832135565,0.0121278844095398,0.0372097082872123,NA,NA,NA,NA,NA
TMUE_3000012249.1,1641.09346978664,1.34547023709584,0.210085793404214,3.12152392512552e-11,4.3863171429422e-10,136,I,I17,IP,TMUE_3000012249
TMUE_3000012250.1,774.099683048727,2.52521276380883,0.276750846022475,5.46365309326053e-21,1.65159313070565e-19,NA,NA,NA,NA,NA
TMUE_3000012251.1,1167.28895781757,0.718770896681258,0.192199945364298,9.6438308619594e-05,0.000515940111453974,137,I,I17,IP,TMUE_3000012251
TMUE_3000012389.1,3744.05160424258,-4.71644305337417,0.188388558820924,5.48452964299638e-139,5.48144459507219e-136,113,I,I08,IA,TMUE_3000012389
TMUE_3000012389.1,3744.05160424258,-4.71644305337417,0.188388558820924,5.48452964299638e-139,5.48144459507219e-136,122,I,I17,IP,TMUE_3000012389
TMUE_3000012759.1,32.4290936476753,-0.125799394523295,0.636307525254979,0.653433055101882,0.785797978929182,NA,NA,NA,NA,NA
TMUE_3000012759.2,283.808659181657,1.25375720610561,0.440848360640782,0.000844375133306699,0.00360256210157615,NA,NA,NA,NA,NA
TMUE_3000012759.3,139.91511756703,-1.16943677687853,1.24775170725133,0.0284402734589333,0.0760897461739673,NA,NA,NA,NA,NA
TMUE_3000012851.1,55.7908441239868,-0.153126915520608,0.608504195870101,0.627446923207376,0.766402280059784,NA,NA,NA,NA,NA
TMUE_3000012851.2,165.295796212321,-0.843850467598158,0.356390661578731,0.00707600846591457,0.0233737763640653,NA,NA,NA,NA,NA
TMUE_3000012851.3,25.6330822022951,0.0859416385738842,0.690243014765792,0.582304941209367,0.732738299880311,NA,NA,NA,NA,NA
TMUE_3000012852.1,1219.34483635911,-6.39075851049693,0.361679817668456,1.66711347893363e-71,2.86653888619653e-69,NA,NA,NA,NA,NA
TMUE_3000012935.1,4195.27530860035,0.172850493792258,0.135100428431318,0.192726524146908,0.342508318252189,114,I,I08,IA,TMUE_3000012935
TMUE_3000013488.1,5520.38922849203,2.39608077216615,0.18052675072674,3.04496293572737e-41,2.17375010291145e-39,138,I,I17,IP,TMUE_3000013488
TMUE_3000013846.1,30.8693715682075,0.453616620150482,0.693385647743339,0.219276343240728,0.376753841706509,130,I,I17,IP,TMUE_3000013846
TMUE_3000013847.1,32.9931664575152,-0.707605476584097,0.717260162547647,0.101642196750085,0.212215742032982,NA,NA,NA,NA,NA
TMUE_3000014423.1,6747.88609066454,-0.0872306996602709,0.0992112624281007,0.424615811086883,0.598082571574944,NA,NA,NA,NA,NA
TMUE_3000014577.1,2342.92039878288,2.10914586327539,0.153930538946822,1.00439640140451e-43,7.87318767395077e-42,NA,NA,NA,NA,NA
TMUE_3000014649.1,7053.79752062662,3.29748825696297,0.224066940032127,2.74535848069107e-50,2.81416842722634e-48,131,I,I17,IP,TMUE_3000014649
TMUE_3000014650.1,696.83808704857,-0.0535590367298539,0.125430663499368,0.662821681211038,0.792817825136189,NA,NA,NA,NA,NA
